crew,camera,week,day_index,capture_datetime,filename,n_workers,verdict,helmet_rate,vest_rate,gloves_rate,boots_rate
crew_a,CAM-A1,2,5,2026-06-08 16:37:00,2026-06-08_16-37_compliant.jpg,3,compliant,1.0,1.0,1.0,1.0
crew_a,CAM-A1,2,6,2026-06-09 13:09:00,2026-06-09_13-09_noncompliant.jpg,3,noncompliant,1.0,1.0,0.6666666666666666,1.0
crew_a,CAM-A1,2,6,2026-06-09 13:51:00,2026-06-09_13-51_compliant.jpg,3,compliant,1.0,1.0,1.0,1.0
crew_a,CAM-A1,2,6,2026-06-09 13:35:00,2026-06-09_13-35_noncompliant.jpg,3,noncompliant,0.6666666666666666,1.0,1.0,1.0
crew_a,CAM-A1,2,7,2026-06-10 13:49:00,2026-06-10_13-49_noncompliant.jpg,5,noncompliant,1.0,0.6,0.8,0.8
crew_a,CAM-A1,2,7,2026-06-10 08:01:00,2026-06-10_08-01_noncompliant.jpg,4,noncompliant,0.75,0.75,1.0,1.0
crew_a,CAM-A1,2,7,2026-06-10 10:37:00,2026-06-10_10-37_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,1.0,0.8333333333333334
crew_a,CAM-A1,2,8,2026-06-11 09:29:00,2026-06-11_09-29_noncompliant.jpg,4,noncompliant,0.75,0.75,1.0,0.75
crew_a,CAM-A1,2,8,2026-06-11 17:23:00,2026-06-11_17-23_noncompliant.jpg,5,noncompliant,1.0,1.0,0.8,1.0
crew_a,CAM-A1,2,8,2026-06-11 09:40:00,2026-06-11_09-40_noncompliant.jpg,6,noncompliant,1.0,1.0,0.8333333333333334,1.0
crew_a,CAM-A1,2,9,2026-06-12 08:01:00,2026-06-12_08-01_compliant.jpg,6,compliant,1.0,1.0,1.0,1.0
crew_a,CAM-A1,2,9,2026-06-12 10:03:00,2026-06-12_10-03_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334
crew_a,CAM-A1,2,9,2026-06-12 08:54:00,2026-06-12_08-54_noncompliant.jpg,5,noncompliant,1.0,0.8,1.0,0.8
crew_a,CAM-A1,3,10,2026-06-15 17:33:00,2026-06-15_17-33_noncompliant.jpg,3,noncompliant,1.0,0.3333333333333333,0.3333333333333333,1.0
crew_a,CAM-A1,3,10,2026-06-15 16:34:00,2026-06-15_16-34_noncompliant.jpg,4,noncompliant,1.0,0.75,0.5,1.0
crew_a,CAM-A1,3,10,2026-06-15 13:20:00,2026-06-15_13-20_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,0.6666666666666666,1.0
crew_a,CAM-A1,3,11,2026-06-16 14:34:00,2026-06-16_14-34_noncompliant.jpg,4,noncompliant,0.5,0.5,0.5,1.0
crew_a,CAM-A1,3,11,2026-06-16 10:09:00,2026-06-16_10-09_noncompliant.jpg,4,noncompliant,1.0,0.5,0.75,1.0
crew_a,CAM-A1,3,12,2026-06-17 11:08:00,2026-06-17_11-08_noncompliant.jpg,4,noncompliant,1.0,0.25,0.5,0.75
crew_a,CAM-A1,3,12,2026-06-17 15:32:00,2026-06-17_15-32_noncompliant.jpg,4,noncompliant,0.75,0.75,0.75,1.0
crew_a,CAM-A1,3,12,2026-06-17 16:14:00,2026-06-17_16-14_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334
crew_a,CAM-A1,3,13,2026-06-18 09:36:00,2026-06-18_09-36_noncompliant.jpg,4,noncompliant,1.0,0.75,1.0,0.75
crew_a,CAM-A1,3,13,2026-06-18 13:13:00,2026-06-18_13-13_noncompliant.jpg,5,noncompliant,1.0,0.6,0.8,0.6
crew_a,CAM-A1,3,13,2026-06-18 17:06:00,2026-06-18_17-06_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,1.0,0.6666666666666666
crew_a,CAM-A1,3,14,2026-06-19 15:50:00,2026-06-19_15-50_noncompliant.jpg,5,noncompliant,0.8,1.0,1.0,1.0
crew_a,CAM-A1,3,14,2026-06-19 17:14:00,2026-06-19_17-14_noncompliant.jpg,5,noncompliant,0.4,0.6,1.0,1.0
crew_a,CAM-A1,4,15,2026-06-22 10:08:00,2026-06-22_10-08_noncompliant.jpg,3,noncompliant,0.6666666666666666,1.0,1.0,1.0
crew_a,CAM-A1,4,15,2026-06-22 14:52:00,2026-06-22_14-52_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
crew_a,CAM-A1,4,15,2026-06-22 15:22:00,2026-06-22_15-22_noncompliant.jpg,5,noncompliant,0.8,0.8,0.8,0.6
crew_a,CAM-A1,4,16,2026-06-23 09:14:00,2026-06-23_09-14_compliant.jpg,3,compliant,1.0,1.0,1.0,1.0
crew_a,CAM-A1,4,16,2026-06-23 17:46:00,2026-06-23_17-46_noncompliant.jpg,5,noncompliant,0.6,0.6,1.0,1.0
crew_a,CAM-A1,4,16,2026-06-23 17:31:00,2026-06-23_17-31_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
crew_a,CAM-A1,4,17,2026-06-24 11:35:00,2026-06-24_11-35_noncompliant.jpg,4,noncompliant,0.5,1.0,0.5,1.0
crew_a,CAM-A1,4,17,2026-06-24 11:39:00,2026-06-24_11-39_noncompliant.jpg,4,noncompliant,0.75,1.0,1.0,1.0
crew_a,CAM-A1,4,17,2026-06-24 10:39:00,2026-06-24_10-39_noncompliant.jpg,5,noncompliant,0.8,0.6,1.0,0.8
crew_a,CAM-A1,4,18,2026-06-25 10:14:00,2026-06-25_10-14_noncompliant.jpg,4,noncompliant,0.75,0.75,0.75,1.0
crew_a,CAM-A1,4,18,2026-06-25 15:01:00,2026-06-25_15-01_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
crew_a,CAM-A1,4,18,2026-06-25 13:58:00,2026-06-25_13-58_noncompliant.jpg,5,noncompliant,0.6,0.8,1.0,1.0
crew_a,CAM-A1,4,19,2026-06-26 09:42:00,2026-06-26_09-42_noncompliant.jpg,5,noncompliant,0.8,0.8,1.0,1.0
crew_a,CAM-A1,4,19,2026-06-26 11:12:00,2026-06-26_11-12_noncompliant.jpg,4,noncompliant,1.0,1.0,0.75,0.75
crew_a,CAM-A1,4,19,2026-06-26 17:23:00,2026-06-26_17-23_noncompliant.jpg,4,noncompliant,0.75,0.75,0.5,1.0
crew_a,CAM-A1,5,20,2026-06-29 16:00:00,2026-06-29_16-00_noncompliant.jpg,5,noncompliant,0.8,1.0,1.0,1.0
crew_a,CAM-A1,5,20,2026-06-29 11:37:00,2026-06-29_11-37_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.6666666666666666,1.0,1.0
crew_a,CAM-A1,5,20,2026-06-29 16:37:00,2026-06-29_16-37_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334
crew_a,CAM-A1,5,20,2026-06-29 16:16:00,2026-06-29_16-16_noncompliant.jpg,3,noncompliant,1.0,1.0,0.6666666666666666,1.0
crew_a,CAM-A1,5,21,2026-06-30 13:12:00,2026-06-30_13-12_noncompliant.jpg,4,noncompliant,1.0,1.0,1.0,0.5
crew_a,CAM-A1,5,21,2026-06-30 17:32:00,2026-06-30_17-32_noncompliant.jpg,5,noncompliant,0.8,0.8,0.4,0.8
crew_a,CAM-A1,5,21,2026-06-30 09:10:00,2026-06-30_09-10_noncompliant.jpg,3,noncompliant,1.0,1.0,1.0,0.6666666666666666
crew_a,CAM-A1,5,22,2026-07-01 13:35:00,2026-07-01_13-35_noncompliant.jpg,3,noncompliant,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666
crew_a,CAM-A1,5,22,2026-07-01 17:14:00,2026-07-01_17-14_noncompliant.jpg,5,noncompliant,0.6,1.0,1.0,0.6
crew_a,CAM-A1,5,22,2026-07-01 10:07:00,2026-07-01_10-07_noncompliant.jpg,3,noncompliant,0.6666666666666666,1.0,1.0,0.6666666666666666
crew_a,CAM-A1,5,23,2026-07-02 10:29:00,2026-07-02_10-29_noncompliant.jpg,5,noncompliant,0.8,1.0,0.8,1.0
crew_a,CAM-A1,5,23,2026-07-02 09:36:00,2026-07-02_09-36_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334
crew_a,CAM-A1,5,23,2026-07-02 11:22:00,2026-07-02_11-22_noncompliant.jpg,5,noncompliant,1.0,0.8,0.6,0.8
crew_a,CAM-A1,5,24,2026-07-03 13:51:00,2026-07-03_13-51_noncompliant.jpg,6,noncompliant,0.5,0.8333333333333334,0.3333333333333333,0.8333333333333334
crew_a,CAM-A1,5,24,2026-07-03 11:24:00,2026-07-03_11-24_noncompliant.jpg,5,noncompliant,0.8,1.0,0.8,0.6
crew_a,CAM-A1,6,25,2026-07-06 16:37:00,2026-07-06_16-37_noncompliant.jpg,6,noncompliant,0.5,0.3333333333333333,0.5,0.8333333333333334
crew_a,CAM-A1,6,25,2026-07-06 10:49:00,2026-07-06_10-49_noncompliant.jpg,4,noncompliant,0.25,0.5,0.5,1.0
crew_a,CAM-A1,6,25,2026-07-06 15:20:00,2026-07-06_15-20_noncompliant.jpg,5,noncompliant,0.6,0.6,0.6,0.4
crew_a,CAM-A1,6,25,2026-07-06 08:33:00,2026-07-06_08-33_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
crew_a,CAM-A1,6,26,2026-07-07 17:20:00,2026-07-07_17-20_noncompliant.jpg,3,noncompliant,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
crew_a,CAM-A1,6,26,2026-07-07 08:55:00,2026-07-07_08-55_noncompliant.jpg,3,noncompliant,1.0,1.0,0.6666666666666666,0.6666666666666666
crew_a,CAM-A1,6,26,2026-07-07 16:40:00,2026-07-07_16-40_noncompliant.jpg,5,noncompliant,0.6,1.0,0.6,0.8
crew_a,CAM-A1,6,26,2026-07-07 13:55:00,2026-07-07_13-55_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666
crew_a,CAM-A1,6,27,2026-07-08 15:11:00,2026-07-08_15-11_noncompliant.jpg,5,noncompliant,0.8,0.4,1.0,1.0
crew_a,CAM-A1,6,27,2026-07-08 09:34:00,2026-07-08_09-34_noncompliant.jpg,4,noncompliant,0.75,1.0,0.75,1.0
crew_a,CAM-A1,6,28,2026-07-09 17:11:00,2026-07-09_17-11_noncompliant.jpg,3,noncompliant,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
crew_a,CAM-A1,6,28,2026-07-09 09:01:00,2026-07-09_09-01_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.6666666666666666,1.0,1.0
crew_a,CAM-A1,6,28,2026-07-09 15:31:00,2026-07-09_15-31_noncompliant.jpg,4,noncompliant,1.0,0.75,0.75,0.75
crew_a,CAM-A1,6,29,2026-07-10 10:09:00,2026-07-10_10-09_noncompliant.jpg,3,noncompliant,1.0,0.3333333333333333,0.3333333333333333,1.0
crew_a,CAM-A1,6,29,2026-07-10 13:44:00,2026-07-10_13-44_noncompliant.jpg,6,noncompliant,1.0,0.5,0.8333333333333334,1.0
crew_a,CAM-A1,6,29,2026-07-10 08:49:00,2026-07-10_08-49_noncompliant.jpg,4,noncompliant,0.5,1.0,0.25,0.75
crew_b,CAM-B1,1,0,2026-06-01 11:52:00,2026-06-01_11-52_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.5,0.16666666666666666,0.3333333333333333
crew_b,CAM-B1,1,0,2026-06-01 14:51:00,2026-06-01_14-51_noncompliant.jpg,4,noncompliant,0.5,0.75,0.0,0.25
crew_b,CAM-B1,1,1,2026-06-02 08:10:00,2026-06-02_08-10_noncompliant.jpg,4,noncompliant,0.75,0.25,0.0,1.0
crew_b,CAM-B1,1,1,2026-06-02 10:38:00,2026-06-02_10-38_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
crew_b,CAM-B1,1,1,2026-06-02 13:21:00,2026-06-02_13-21_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
crew_b,CAM-B1,1,2,2026-06-03 08:02:00,2026-06-03_08-02_noncompliant.jpg,5,noncompliant,0.4,0.6,0.0,0.4
crew_b,CAM-B1,1,2,2026-06-03 15:00:00,2026-06-03_15-00_noncompliant.jpg,5,noncompliant,0.6,0.2,0.6,0.0
crew_b,CAM-B1,1,2,2026-06-03 10:10:00,2026-06-03_10-10_noncompliant.jpg,5,noncompliant,0.4,0.4,0.2,0.8
crew_b,CAM-B1,1,2,2026-06-03 08:30:00,2026-06-03_08-30_noncompliant.jpg,4,noncompliant,0.5,0.5,0.25,0.25
crew_b,CAM-B1,1,3,2026-06-04 11:37:00,2026-06-04_11-37_noncompliant.jpg,4,noncompliant,0.25,0.75,0.25,0.25
crew_b,CAM-B1,1,3,2026-06-04 17:32:00,2026-06-04_17-32_noncompliant.jpg,5,noncompliant,0.6,0.6,0.4,0.2
crew_b,CAM-B1,1,4,2026-06-05 13:40:00,2026-06-05_13-40_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
crew_b,CAM-B1,1,4,2026-06-05 10:54:00,2026-06-05_10-54_noncompliant.jpg,5,noncompliant,0.6,0.6,0.4,0.2
crew_b,CAM-B1,1,4,2026-06-05 16:29:00,2026-06-05_16-29_noncompliant.jpg,3,noncompliant,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333
crew_b,CAM-B1,2,5,2026-06-08 08:23:00,2026-06-08_08-23_noncompliant.jpg,6,noncompliant,0.5,0.5,0.5,0.6666666666666666
crew_b,CAM-B1,2,5,2026-06-08 10:15:00,2026-06-08_10-15_noncompliant.jpg,3,noncompliant,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
crew_b,CAM-B1,2,5,2026-06-08 15:18:00,2026-06-08_15-18_noncompliant.jpg,5,noncompliant,0.6,0.6,0.2,0.6
crew_b,CAM-B1,2,5,2026-06-08 14:15:00,2026-06-08_14-15_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.6666666666666666,0.0,0.0
crew_b,CAM-B1,2,6,2026-06-09 13:27:00,2026-06-09_13-27_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.5,0.3333333333333333,1.0
crew_b,CAM-B1,2,6,2026-06-09 10:20:00,2026-06-09_10-20_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
crew_b,CAM-B1,2,6,2026-06-09 16:43:00,2026-06-09_16-43_noncompliant.jpg,5,noncompliant,0.4,0.2,0.2,0.6
crew_b,CAM-B1,2,6,2026-06-09 09:00:00,2026-06-09_09-00_noncompliant.jpg,4,noncompliant,0.5,0.25,0.5,0.25
crew_b,CAM-B1,2,7,2026-06-10 17:13:00,2026-06-10_17-13_noncompliant.jpg,5,noncompliant,0.4,0.2,0.2,0.2
crew_b,CAM-B1,2,7,2026-06-10 10:40:00,2026-06-10_10-40_noncompliant.jpg,4,noncompliant,0.25,0.5,0.75,1.0
crew_b,CAM-B1,2,7,2026-06-10 11:49:00,2026-06-10_11-49_noncompliant.jpg,6,noncompliant,0.5,1.0,0.6666666666666666,0.5
crew_b,CAM-B1,2,8,2026-06-11 15:58:00,2026-06-11_15-58_noncompliant.jpg,5,noncompliant,0.2,0.6,0.8,0.8
crew_b,CAM-B1,2,8,2026-06-11 14:45:00,2026-06-11_14-45_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
crew_b,CAM-B1,2,8,2026-06-11 13:22:00,2026-06-11_13-22_noncompliant.jpg,3,noncompliant,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
crew_b,CAM-B1,2,8,2026-06-11 08:57:00,2026-06-11_08-57_noncompliant.jpg,6,noncompliant,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
crew_b,CAM-B1,2,9,2026-06-12 16:51:00,2026-06-12_16-51_noncompliant.jpg,6,noncompliant,0.5,0.6666666666666666,0.6666666666666666,0.5
crew_b,CAM-B1,2,9,2026-06-12 15:44:00,2026-06-12_15-44_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.8333333333333334
crew_b,CAM-B1,3,10,2026-06-15 15:39:00,2026-06-15_15-39_noncompliant.jpg,4,noncompliant,0.25,0.5,0.75,0.5
crew_b,CAM-B1,3,10,2026-06-15 08:52:00,2026-06-15_08-52_noncompliant.jpg,5,noncompliant,0.6,0.8,0.8,0.4
crew_b,CAM-B1,3,11,2026-06-16 15:47:00,2026-06-16_15-47_noncompliant.jpg,5,noncompliant,0.8,0.6,0.4,0.4
crew_b,CAM-B1,3,11,2026-06-16 13:32:00,2026-06-16_13-32_noncompliant.jpg,4,noncompliant,0.5,0.25,0.25,0.5
crew_b,CAM-B1,3,11,2026-06-16 17:39:00,2026-06-16_17-39_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666
crew_b,CAM-B1,3,11,2026-06-16 15:46:00,2026-06-16_15-46_noncompliant.jpg,3,noncompliant,0.6666666666666666,0.6666666666666666,0.0,1.0
crew_b,CAM-B1,3,12,2026-06-17 17:08:00,2026-06-17_17-08_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.5,0.5,0.5
crew_b,CAM-B1,3,12,2026-06-17 10:03:00,2026-06-17_10-03_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
crew_b,CAM-B1,3,12,2026-06-17 09:25:00,2026-06-17_09-25_noncompliant.jpg,4,noncompliant,0.75,0.75,0.5,0.75
crew_b,CAM-B1,3,12,2026-06-17 14:58:00,2026-06-17_14-58_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
crew_b,CAM-B1,3,13,2026-06-18 10:05:00,2026-06-18_10-05_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.0,0.5,0.8333333333333334
crew_b,CAM-B1,3,13,2026-06-18 16:08:00,2026-06-18_16-08_noncompliant.jpg,5,noncompliant,0.4,0.8,0.6,0.4
crew_b,CAM-B1,3,13,2026-06-18 11:22:00,2026-06-18_11-22_noncompliant.jpg,6,noncompliant,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333
crew_b,CAM-B1,3,14,2026-06-19 15:29:00,2026-06-19_15-29_noncompliant.jpg,6,noncompliant,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333
crew_b,CAM-B1,3,14,2026-06-19 16:01:00,2026-06-19_16-01_noncompliant.jpg,4,noncompliant,0.5,0.75,0.5,0.25
crew_b,CAM-B1,3,14,2026-06-19 13:53:00,2026-06-19_13-53_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.16666666666666666
crew_b,CAM-B1,3,14,2026-06-19 11:57:00,2026-06-19_11-57_noncompliant.jpg,3,noncompliant,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
crew_b,CAM-B1,4,15,2026-06-22 11:09:00,2026-06-22_11-09_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,1.0,1.0
crew_b,CAM-B1,4,15,2026-06-22 16:58:00,2026-06-22_16-58_noncompliant.jpg,5,noncompliant,0.8,0.4,0.8,1.0
crew_b,CAM-B1,4,16,2026-06-23 15:09:00,2026-06-23_15-09_noncompliant.jpg,5,noncompliant,0.8,0.8,1.0,1.0
crew_b,CAM-B1,4,16,2026-06-23 16:03:00,2026-06-23_16-03_compliant.jpg,4,compliant,1.0,1.0,1.0,1.0
crew_b,CAM-B1,4,16,2026-06-23 16:34:00,2026-06-23_16-34_noncompliant.jpg,3,noncompliant,0.3333333333333333,1.0,1.0,0.6666666666666666
crew_b,CAM-B1,4,16,2026-06-23 13:04:00,2026-06-23_13-04_noncompliant.jpg,5,noncompliant,1.0,1.0,0.8,0.8
crew_b,CAM-B1,4,17,2026-06-24 09:34:00,2026-06-24_09-34_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
crew_b,CAM-B1,4,17,2026-06-24 10:02:00,2026-06-24_10-02_noncompliant.jpg,5,noncompliant,1.0,1.0,0.8,1.0
crew_b,CAM-B1,4,17,2026-06-24 14:26:00,2026-06-24_14-26_noncompliant.jpg,3,noncompliant,1.0,1.0,0.6666666666666666,0.6666666666666666
crew_b,CAM-B1,4,18,2026-06-25 15:54:00,2026-06-25_15-54_noncompliant.jpg,4,noncompliant,0.75,1.0,1.0,1.0
crew_b,CAM-B1,4,18,2026-06-25 17:21:00,2026-06-25_17-21_noncompliant.jpg,4,noncompliant,1.0,0.75,0.75,1.0
crew_b,CAM-B1,4,19,2026-06-26 13:14:00,2026-06-26_13-14_noncompliant.jpg,6,noncompliant,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334
crew_b,CAM-B1,4,19,2026-06-26 17:31:00,2026-06-26_17-31_noncompliant.jpg,4,noncompliant,0.75,0.75,1.0,0.5
crew_b,CAM-B1,4,19,2026-06-26 08:08:00,2026-06-26_08-08_noncompliant.jpg,6,noncompliant,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
crew_b,CAM-B1,5,20,2026-06-29 14:14:00,2026-06-29_14-14_noncompliant.jpg,3,noncompliant,1.0,1.0,0.6666666666666666,1.0
crew_b,CAM-B1,5,20,2026-06-29 11:12:00,2026-06-29_11-12_noncompliant.jpg,3,noncompliant,0.6666666666666666,1.0,0.6666666666666666,1.0
crew_b,CAM-B1,5,20,2026-06-29 14:36:00,2026-06-29_14-36_noncompliant.jpg,5,noncompliant,1.0,0.8,1.0,0.8
crew_b,CAM-B1,5,21,2026-06-30 11:43:00,2026-06-30_11-43_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,0.8333333333333334,1.0
crew_b,CAM-B1,5,21,2026-06-30 17:17:00,2026-06-30_17-17_noncompliant.jpg,4,noncompliant,1.0,1.0,0.25,1.0
crew_b,CAM-B1,5,21,2026-06-30 15:18:00,2026-06-30_15-18_noncompliant.jpg,3,noncompliant,1.0,1.0,1.0,0.6666666666666666
crew_b,CAM-B1,5,22,2026-07-01 15:01:00,2026-07-01_15-01_compliant.jpg,3,compliant,1.0,1.0,1.0,1.0
crew_b,CAM-B1,5,22,2026-07-01 08:45:00,2026-07-01_08-45_noncompliant.jpg,4,noncompliant,0.75,0.75,0.75,1.0
crew_b,CAM-B1,5,23,2026-07-02 15:30:00,2026-07-02_15-30_noncompliant.jpg,6,noncompliant,0.8333333333333334,1.0,1.0,1.0
crew_b,CAM-B1,5,23,2026-07-02 16:24:00,2026-07-02_16-24_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,0.8333333333333334,1.0
crew_b,CAM-B1,5,23,2026-07-02 16:35:00,2026-07-02_16-35_noncompliant.jpg,4,noncompliant,1.0,0.75,1.0,0.75
crew_b,CAM-B1,5,24,2026-07-03 11:15:00,2026-07-03_11-15_noncompliant.jpg,3,noncompliant,1.0,1.0,0.6666666666666666,0.3333333333333333
crew_b,CAM-B1,5,24,2026-07-03 10:36:00,2026-07-03_10-36_noncompliant.jpg,5,noncompliant,0.6,1.0,0.8,1.0
crew_b,CAM-B1,5,24,2026-07-03 09:00:00,2026-07-03_09-00_noncompliant.jpg,4,noncompliant,0.75,0.75,0.75,1.0
crew_b,CAM-B1,6,25,2026-07-06 11:07:00,2026-07-06_11-07_noncompliant.jpg,5,noncompliant,0.6,0.8,0.8,1.0
crew_b,CAM-B1,6,25,2026-07-06 08:56:00,2026-07-06_08-56_noncompliant.jpg,5,noncompliant,0.6,1.0,0.8,0.8
crew_b,CAM-B1,6,25,2026-07-06 10:45:00,2026-07-06_10-45_noncompliant.jpg,4,noncompliant,1.0,0.75,1.0,1.0
crew_b,CAM-B1,6,26,2026-07-07 14:45:00,2026-07-07_14-45_noncompliant.jpg,4,noncompliant,1.0,0.75,0.5,1.0
crew_b,CAM-B1,6,26,2026-07-07 17:20:00,2026-07-07_17-20_noncompliant.jpg,3,noncompliant,1.0,0.6666666666666666,1.0,0.6666666666666666
crew_b,CAM-B1,6,26,2026-07-07 09:24:00,2026-07-07_09-24_compliant.jpg,4,compliant,1.0,1.0,1.0,1.0
crew_b,CAM-B1,6,27,2026-07-08 13:09:00,2026-07-08_13-09_noncompliant.jpg,6,noncompliant,1.0,0.8333333333333334,1.0,1.0
crew_b,CAM-B1,6,27,2026-07-08 11:31:00,2026-07-08_11-31_noncompliant.jpg,5,noncompliant,1.0,0.8,1.0,1.0
crew_b,CAM-B1,6,27,2026-07-08 09:50:00,2026-07-08_09-50_noncompliant.jpg,6,noncompliant,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334
crew_b,CAM-B1,6,27,2026-07-08 10:16:00,2026-07-08_10-16_noncompliant.jpg,4,noncompliant,0.75,1.0,0.75,0.5
crew_b,CAM-B1,6,28,2026-07-09 16:18:00,2026-07-09_16-18_noncompliant.jpg,5,noncompliant,0.8,1.0,1.0,1.0
crew_b,CAM-B1,6,28,2026-07-09 10:57:00,2026-07-09_10-57_compliant.jpg,4,compliant,1.0,1.0,1.0,1.0
