file,model,class_name,confidence,x1,y1,x2,y2
anuragraj03__PP02img471_jpg.rf.1677e50491967a23c5f760cea6600487,minicpm-v,person,,,,,
anuragraj03__PP02img471_jpg.rf.1677e50491967a23c5f760cea6600487,minicpm-v,boots,,,,,
anuragraj03__PP02img471_jpg.rf.1677e50491967a23c5f760cea6600487,minicpm-v,no-helmet,,,,,
anuragraj03__PP02img471_jpg.rf.1677e50491967a23c5f760cea6600487,minicpm-v,no-gloves,,,,,
anuragraj03__PP02img471_jpg.rf.1677e50491967a23c5f760cea6600487,minicpm-v,no-vest,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,yolo,no-gloves,0.8745178580284119,0.2253509283065796,0.5109180874294705,0.3205089807510376,0.7285458034939236
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,yolo,no-gloves,0.33481907844543457,0.3934774875640869,0.12350858052571614,0.41903934478759763,0.25679533216688366
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,yolo,no-gloves,0.2898666262626648,0.18215315341949462,0.4749792734781901,0.24996190071105956,0.6248811509874131
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,ollama,person,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,ollama,vest,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,ollama,no-helmet,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,ollama,no-gloves,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,ollama,no-boots,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,qwen3-vl,person,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,qwen3-vl,no-helmet,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,qwen3-vl,no-gloves,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,qwen3-vl,no-boots,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,qwen3-vl,no-vest,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,gemma4,person,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,gemma4,helmet,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,gemma4,gloves,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,gemma4,boots,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,gemma4,vest,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,minicpm-v,person,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,minicpm-v,no-gloves,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,minicpm-v,no-boots,,,,,
anuragraj03__PP02img667_jpg.rf.614a317243fabb7bd326e8d6437b42e4,minicpm-v,no-vest,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,yolo,boots,0.8790671229362488,0.792107880115509,0.785571018854777,0.8456072807312012,0.8478997548421224
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,yolo,boots,0.8535774350166321,0.7604242563247681,0.7378417650858561,0.8137164115905762,0.7861981391906738
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,yolo,no-gloves,0.6516818404197693,0.7493889331817627,0.4486071268717448,0.8303295373916626,0.5350037813186646
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,ollama,person,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,ollama,boots,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,qwen3-vl,person,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,qwen3-vl,boots,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,qwen3-vl,no-gloves,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,gemma4,person,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,gemma4,boots,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,gemma4,vest,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,gemma4,no-gloves,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,minicpm-v,person,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,minicpm-v,helmet,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,minicpm-v,gloves,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,minicpm-v,boots,,,,,
anuragraj03__PPE_Data_181_jpg.rf.33359be7c33dbdaf16c2007f9092286a,minicpm-v,no-vest,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,yolo,gloves,0.8531672954559326,0.7804141044616699,0.6308755662706164,0.859617042541504,0.8555742899576823
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,yolo,no-gloves,0.755580723285675,0.5549794197082519,0.07572973039415147,0.6537398338317871,0.163888422648112
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,yolo,gloves,0.6420493125915527,0.29257276058197024,0.4266657511393229,0.3717482566833496,0.6327197604709202
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,ollama,person,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,ollama,gloves,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,ollama,no-helmet,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,ollama,no-gloves,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,ollama,no-boots,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,ollama,no-vest,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,qwen3-vl,person,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,qwen3-vl,gloves,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,gemma4,person,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,gemma4,helmet,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,gemma4,gloves,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,gemma4,boots,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,gemma4,vest,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,minicpm-v,person,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,minicpm-v,gloves,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,minicpm-v,boots,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,minicpm-v,no-helmet,,,,,
anuragraj03__fglov146_jpg.rf.bcbaf7ab2a974cb248a8c723a7d499e5,minicpm-v,no-vest,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,helmet,0.8971778154373169,0.08263853788375855,0.026812511682510375,0.14033610820770265,0.1250484824180603
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,helmet,0.887431263923645,0.10638422966003418,0.5482589721679687,0.15954039096832276,0.6408146858215332
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,helmet,0.8871599435806274,0.7469923973083497,0.38471670150756837,0.7981137275695801,0.4663207530975342
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.8797997236251831,0.6567140102386475,0.601886796951294,0.6973435878753662,0.6777078628540039
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,helmet,0.8713831901550293,0.24114861488342285,0.306447434425354,0.28749020099639894,0.39182000160217284
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,helmet,0.8631786108016968,0.7327514171600342,0.43849692344665525,0.782477617263794,0.5322791576385498
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.8091773390769958,0.7047343254089355,0.6636677742004394,0.7432786464691162,0.7125621795654297
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,no-boots,0.7989510893821716,0.6627881050109863,0.7235970973968506,0.7116273403167724,0.7751423835754394
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,no-boots,0.7759228348731995,0.6456725597381592,0.6953059673309326,0.6960185527801513,0.7548120498657227
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,helmet,0.7682662606239319,0.22175536155700684,0.16969754695892333,0.2589201688766479,0.21643321514129638
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,gloves,0.7647309303283691,0.2646487236022949,0.38879945278167727,0.30711338520050047,0.4508538246154785
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.7572119832038879,0.2950311183929443,0.540771198272705,0.3296928405761719,0.594954538345337
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.7210754156112671,0.21304671764373778,0.7746260643005372,0.2540248155593872,0.8311492919921875
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.68376225233078,0.2809624195098877,0.5235257148742676,0.3134421110153198,0.5692988872528076
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,gloves,0.5340971350669861,0.11565682888031006,0.7473566055297851,0.15801912546157837,0.8139948844909668
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,gloves,0.5321810841560364,0.241096830368042,0.3808985471725464,0.2824638843536377,0.44264860153198243
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.4877096116542816,0.20503520965576172,0.3846014738082886,0.24218366146087647,0.4317138671875
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,yolo,boots,0.4640960693359375,0.09916190505027771,0.4007601737976074,0.1351367712020874,0.4568906307220459
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,person,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,helmet,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,gloves,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,boots,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,vest,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,no-helmet,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,no-gloves,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,ollama,no-boots,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,qwen3-vl,person,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,qwen3-vl,helmet,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,qwen3-vl,gloves,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,qwen3-vl,boots,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,qwen3-vl,no-vest,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,gemma4,person,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,gemma4,helmet,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,gemma4,gloves,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,gemma4,boots,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,gemma4,vest,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,minicpm-v,person,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,minicpm-v,helmet,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,minicpm-v,gloves,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,minicpm-v,boots,,,,,
anuragraj03__frame00001_png.rf.29c19a377463f435a3438130aca75f85,minicpm-v,vest,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.8928741216659546,0.033396199345588684,0.5510489463806152,0.09582067728042602,0.6530706405639648
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,boots,0.8878785967826843,0.086128568649292,0.8527313232421875,0.13711845874786377,0.9214380264282227
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.8876743912696838,0.36247260570526124,0.30939152240753176,0.4158963203430176,0.407764196395874
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.8784197568893433,0.2860335111618042,0.35570859909057617,0.3338561296463013,0.44713168144226073
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.8682979941368103,0.7417579650878906,0.42313437461853026,0.7943176746368408,0.5154239654541015
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,boots,0.8654569983482361,0.37618398666381836,0.7579514503479003,0.4094669342041016,0.828003978729248
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.8642842173576355,0.20490071773529053,0.29135985374450685,0.26321020126342776,0.40501627922058103
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,boots,0.8567104339599609,0.3280588865280151,0.7312265872955322,0.3742512702941895,0.8040572166442871
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,boots,0.8513555526733398,0.6434891700744629,0.625188159942627,0.6992372512817383,0.6937602043151856
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.8390895128250122,0.740099287033081,0.38952276706695554,0.7972972393035889,0.48186869621276857
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,gloves,0.7998009920120239,0.06116385459899902,0.6988471031188965,0.09176163673400879,0.7638208866119385
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,helmet,0.7990120649337769,0.3048760414123535,0.21827371120452882,0.35374433994293214,0.28703670501708983
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,gloves,0.7747304439544678,0.0827775776386261,0.7046532154083252,0.13233503103256225,0.7704449653625488
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,boots,0.7668651938438416,0.697667121887207,0.7431193351745605,0.7559240341186524,0.8061997413635253
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,boots,0.7272855639457703,0.6772199153900147,0.6681154727935791,0.7232099056243897,0.7238368988037109
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,yolo,gloves,0.5358353853225708,0.3296112298965454,0.5735310554504395,0.36726620197296145,0.6435609340667725
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,ollama,person,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,ollama,helmet,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,ollama,vest,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,ollama,no-gloves,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,ollama,no-boots,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,qwen3-vl,person,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,qwen3-vl,helmet,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,qwen3-vl,no-gloves,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,qwen3-vl,no-boots,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,qwen3-vl,no-vest,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,person,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,helmet,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,gloves,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,boots,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,vest,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,no-helmet,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,gemma4,no-gloves,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,minicpm-v,person,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,minicpm-v,helmet,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,minicpm-v,boots,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,minicpm-v,no-gloves,,,,,
anuragraj03__frame00001_png.rf.8a0f5fb1d652ceb2340042962c04011a,minicpm-v,no-vest,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,yolo,boots,0.774140477180481,0.59963059425354,0.36687793731689455,0.6213202953338623,0.39953088760375977
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,yolo,boots,0.5616055727005005,0.5891055583953857,0.3554480314254761,0.6054194450378418,0.38791565895080565
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,yolo,no-helmet,0.4547118544578552,0.6062221527099609,0.19783709049224854,0.6274991035461426,0.23079299926757812
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,ollama,person,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,ollama,boots,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,ollama,vest,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,ollama,no-gloves,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,qwen3-vl,person,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,qwen3-vl,no-helmet,,,,,
anuragraj03__frame00001_png.rf.fdb6042a4dd9b2618e766ed3dcda2b7d,qwen3-vl,no-gloves,,,,,
