file,model,class_name,confidence,x1,y1,x2,y2
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8775490522384644,0.7362653255462647,0.38450040817260744,0.78129563331604,0.4574429512023926
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8712739944458008,0.19825165271759032,0.5555074214935303,0.24523916244506835,0.6612295150756836
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8613972067832947,0.2530100345611572,0.42919082641601564,0.2947260856628418,0.5106692790985108
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-boots,0.836371898651123,0.6448818683624268,0.7086727619171143,0.6988541126251221,0.7565147876739502
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-boots,0.8303918242454529,0.6641039371490478,0.7379007339477539,0.7136437892913818,0.7763105392456054
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.8241090774536133,0.22276544570922852,0.7869903087615967,0.25955562591552733,0.8275903701782227
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.7556126713752747,0.26057651042938235,0.7751092433929443,0.28889055252075196,0.8069519996643066
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.6860610246658325,0.417142391204834,0.7807834625244141,0.45116415023803713,0.8246966361999511
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.4627368152141571,0.4437058448791504,0.7346971988677978,0.48584675788879395,0.7873847484588623
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,vest,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,boots,0.9334318041801453,0.32473886013031006,0.5240706920623779,0.3717797756195068,0.5658376693725586
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,boots,0.9059883952140808,0.3627429485321045,0.5692350387573242,0.3962838649749756,0.6146409988403321
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,no-gloves,0.9044554233551025,0.4644015789031982,0.5636163234710694,0.4974062442779541,0.6473572254180908
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,helmet,0.9017096757888794,0.3974221467971802,0.18881986141204835,0.4554608345031738,0.29322826862335205
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,boots,0.8963949084281921,0.4265885353088379,0.7363068103790283,0.46265158653259275,0.790463638305664
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,helmet,0.8850055932998657,0.3542871236801147,0.3286148548126221,0.40398297309875486,0.43084216117858887
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,helmet,0.8765918612480164,0.46683921813964846,0.2931370258331299,0.5213435649871826,0.37918777465820314
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,helmet,0.8483750820159912,0.4443498611450195,0.31170742511749266,0.492995023727417,0.4002037048339844
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,gloves,0.8472543954849243,0.33427608013153076,0.46712679862976075,0.37006895542144774,0.5228089809417724
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,boots,0.7949404716491699,0.4722036838531494,0.7322051525115967,0.5013176918029785,0.7752689361572266
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,yolo,boots,0.4847587049007416,0.45046076774597166,0.697481632232666,0.4991921424865723,0.739307165145874
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,ollama,person,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,ollama,no-helmet,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,ollama,no-gloves,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,ollama,no-boots,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,qwen3-vl,person,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,qwen3-vl,helmet,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,qwen3-vl,boots,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,gemma4,person,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,gemma4,helmet,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,gemma4,gloves,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,gemma4,boots,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,gemma4,vest,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,minicpm-v,person,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,minicpm-v,helmet,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,minicpm-v,gloves,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,minicpm-v,boots,,,,,
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,minicpm-v,vest,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.8663986921310425,0.4038836479187012,0.37841660976409913,0.44015979766845703,0.44777750968933105
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.8412602543830872,0.378977108001709,0.3183763027191162,0.4163519859313965,0.38573341369628905
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.8337475061416626,0.4973182201385498,0.375651216506958,0.5304679870605469,0.44132261276245116
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.8066862225532532,0.5124159812927246,0.2676073551177979,0.5492249011993409,0.3397587060928345
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.7920811176300049,0.44475750923156737,0.3298368453979492,0.4829280853271484,0.4006640911102295
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.7456434965133667,0.5788249492645263,0.30890712738037107,0.613566780090332,0.39015989303588866
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.6589488983154297,0.5097153663635254,0.31765692234039306,0.5451833248138428,0.3826630115509033
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.6088048219680786,0.4945183277130127,0.3180401802062988,0.530876350402832,0.386327862739563
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.4516593813896179,0.436612606048584,0.33915860652923585,0.47345676422119143,0.4061568260192871
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,yolo,helmet,0.31167688965797424,0.5592521667480469,0.3187174081802368,0.5899285793304443,0.39337375164031985
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,person,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,helmet,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,gloves,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,boots,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,vest,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,no-helmet,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,no-gloves,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,no-boots,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,ollama,no-vest,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,qwen3-vl,person,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,qwen3-vl,helmet,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,qwen3-vl,boots,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,gemma4,person,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,gemma4,helmet,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,gemma4,gloves,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,gemma4,boots,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,gemma4,vest,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,minicpm-v,person,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,minicpm-v,helmet,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,minicpm-v,boots,,,,,
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,minicpm-v,no-gloves,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,yolo,boots,0.8652406930923462,0.6646601676940918,0.8311427116394043,0.6963322639465332,0.8713878631591797
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,yolo,helmet,0.8255620002746582,0.6370440006256104,0.6648228168487549,0.6677573204040528,0.7184330940246582
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,yolo,boots,0.7686491012573242,0.6918413639068604,0.823171329498291,0.7159078598022461,0.859249496459961
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,yolo,gloves,0.3210710287094116,0.6669980525970459,0.7165241241455078,0.6967415332794189,0.7614334106445313
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,person,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,helmet,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,boots,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,vest,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,no-helmet,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,no-boots,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,ollama,no-vest,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,qwen3-vl,person,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,qwen3-vl,no-helmet,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,qwen3-vl,no-gloves,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,qwen3-vl,no-boots,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,qwen3-vl,no-vest,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,gemma4,person,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,gemma4,no-helmet,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,gemma4,no-gloves,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,gemma4,no-boots,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,minicpm-v,person,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,minicpm-v,helmet,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,minicpm-v,gloves,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,minicpm-v,boots,,,,,
anuragraj03__frame00241_png.rf.339ca8aada3aec4a8734c8567282fa82,minicpm-v,vest,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.9000088572502136,0.28451361656188967,0.5688489437103271,0.3390305280685425,0.6695387840270997
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,boots,0.8871399164199829,0.16619594097137452,0.9180924415588378,0.2107016324996948,0.9646336555480957
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.882434606552124,0.42332658767700193,0.515958023071289,0.47725529670715333,0.6255673408508301
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.8823407888412476,0.40680770874023436,0.4312421798706055,0.46456007957458495,0.5500325202941895
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.87568199634552,0.17417916059494018,0.4703360557556152,0.24109797477722167,0.5729842185974121
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.8703135848045349,0.4135944366455078,0.40983033180236816,0.46310839653015134,0.4867298126220703
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.8687065839767456,0.23934357166290282,0.5005724430084229,0.2927753210067749,0.6049591541290283
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,helmet,0.8558575510978699,0.3251232147216797,0.3740656614303589,0.37907307147979735,0.48788886070251464
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,boots,0.8426461219787598,0.3237051486968994,0.8285689353942871,0.36483614444732665,0.8989495277404785
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,gloves,0.7977281212806702,0.36130833625793457,0.6645419597625732,0.4076819896697998,0.7920769691467285
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,yolo,gloves,0.7910537719726562,0.1685083508491516,0.7373875141143799,0.20869817733764648,0.8441098213195801
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,ollama,person,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,ollama,helmet,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,ollama,gloves,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,ollama,boots,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,ollama,vest,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,qwen3-vl,person,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,qwen3-vl,helmet,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,qwen3-vl,boots,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,gemma4,person,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,gemma4,helmet,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,gemma4,gloves,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,gemma4,boots,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,gemma4,vest,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,minicpm-v,person,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,minicpm-v,helmet,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,minicpm-v,gloves,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,minicpm-v,boots,,,,,
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,minicpm-v,vest,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8975033760070801,0.28842456340789796,0.5703337669372559,0.34052309989929197,0.6714337825775146
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8892577290534973,0.17407103776931762,0.4685213088989258,0.24310133457183838,0.5722681522369385
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8870497941970825,0.4116204738616943,0.43459339141845704,0.4725167274475098,0.5535093307495117
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8635317087173462,0.3218236923217773,0.37206735610961916,0.37814812660217284,0.4887552738189697
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8617741465568542,0.22059404850006104,0.5039368152618409,0.2766722679138184,0.6110482692718506
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8617092967033386,0.42935748100280763,0.5836488723754882,0.4889270782470703,0.6965799331665039
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,helmet,0.8391521573066711,0.43319087028503417,0.4103707313537598,0.48188419342041017,0.49634342193603515
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,boots,0.8371698260307312,0.3227865695953369,0.8296232223510742,0.36390731334686277,0.9009307861328125
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,boots,0.7078248858451843,0.16377757787704467,0.9154916763305664,0.20125997066497803,0.963084602355957
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,gloves,0.6578251719474792,0.3575882434844971,0.6667953491210937,0.40153841972351073,0.7901121616363526
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,yolo,gloves,0.5960665345191956,0.161078941822052,0.7360140323638916,0.1972842574119568,0.8499777793884278
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,ollama,person,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,ollama,helmet,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,ollama,gloves,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,ollama,boots,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,ollama,vest,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,qwen3-vl,person,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,qwen3-vl,helmet,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,qwen3-vl,gloves,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,qwen3-vl,boots,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,gemma4,person,,,,,
